src	tgt	weight
Education	Law	0.0118799267895
Education	Sports	0.00957571719672
Education	Religion	0.017896749795
Education	Royalty	0.00905065340004
Education	Music	0.0133219951073
Education	Science	0.0621376840523
Education	Politics	0.0661230541537
Education	Education	0.394403827691
Education	Other	0.133257761884
Education	Explorers	0.0151473356175
Other	Literature	0.0610369997728
Other	Art	0.020548999757
Other	Warfare	0.0370129607341
Other	Business	0.0179492938276
Other	Humanities	0.0400878222518
Other	Personal	0.0934545284474
Other	Media	0.0344967545625
Other	Law	0.0221381871748
Other	Sports	0.00832799536419
Other	Religion	0.0397704207431
Other	Royalty	0.0622476275894
Other	Music	0.0242652493059
Other	Science	0.0344221113872
Other	Politics	0.0461138415622
Other	Education	0.0439360320181
Other	Other	0.392921029792
Other	Explorers	0.02127014571
Explorers	Literature	0.0142613097324
Explorers	Art	0.0092316491258
Explorers	Warfare	0.0914099115906
Explorers	Business	0.013427806548
Explorers	Humanities	0.00540326532999
Explorers	Personal	0.0941956173426
Explorers	Media	0.00727205606442
Explorers	Law	0.0125343133539
Explorers	Sports	0.0102036768285
Explorers	Religion	0.0125848965796
Explorers	Royalty	0.0335452628882
Explorers	Music	0.00313239302391
Explorers	Science	0.0324816490017
Explorers	Politics	0.0192429919574
Explorers	Education	0.0314701850363
Explorers	Other	0.173439450001
Explorers	Explorers	0.436163565595
